listing image,listing url,full address,zipcode,latitude,longitude
https://photos.zillowstatic.com/fp/6184e577aadc9446b3aa4f518250c838-p_e.jpg,https://www.zillow.com/homedetails/29-Corbett-Ave-Toronto-ON-M6N-1V3/2062443900_zpid/,"29 Corbett Ave, Toronto, ON M6N 1V3",M6N1V3,43.661564,-79.41016
https://photos.zillowstatic.com/fp/239083157dd2019ce164068065fd0a51-p_e.jpg,https://www.zillow.com/homedetails/379-Scarborough-Rd-Toronto-ON-M4E-3N1/2062481200_zpid/,"379 Scarborough Rd, Toronto, ON M4E 3N1",M4E3N1,43.69011,-79.35629
https://photos.zillowstatic.com/fp/773af0293a888ab26294535a0de54ecf-p_e.jpg,https://www.zillow.com/homedetails/55-Myrtle-Ave-Toronto-ON-M4M-2A4/2062664658_zpid/,"55 Myrtle Ave, Toronto, ON M4M 2A4",M4M2A4,43.687107,-79.26712
https://photos.zillowstatic.com/fp/32af7f3920ed4e0033362de65215c807-p_e.jpg,https://www.zillow.com/homedetails/46-3rd-St-Toronto-ON-M8V-2X8/2062517243_zpid/,"46 3rd St, Toronto, ON M8V 2X8",M8V2X8,43.698715,-79.321945
https://photos.zillowstatic.com/fp/270d897d9413fc5dc4438f972d1fc63f-p_e.jpg,https://www.zillow.com/homedetails/73-Pepper-Tree-Dr-Toronto-ON-M1C-1Y5/2062685616_zpid/,"73 Pepper Tree Dr, Toronto, ON M1C 1Y5",M1C1Y5,43.682995,-79.38849
https://photos.zillowstatic.com/fp/ba41aaab4635bae33fcecde6921e08d0-p_e.jpg,https://www.zillow.com/homedetails/26-Livingston-Rd-UNIT-142-Toronto-ON-M1E-4S4/2062574611_zpid/,"26 Livingston Rd UNIT 142, Toronto, ON M1E 4S4",M1E4S4,43.67429,-79.30138
https://photos.zillowstatic.com/fp/3d27dc60a159c93970a3bc7ff2e37493-p_e.jpg,https://www.zillow.com/homedetails/75-Constance-St-Toronto-ON-M6R-1S7/2063447495_zpid/,"75 Constance St, Toronto, ON M6R 1S7",M6R1S7,43.683514,-79.42546
https://photos.zillowstatic.com/fp/48e78fd4efc98856a8a9458aabbaeee6-p_e.jpg,https://www.zillow.com/homedetails/8-Charlotte-St-3205-Toronto-ON-M5V-0K4/2071832874_zpid/,"8 Charlotte St #3205, Toronto, ON M5V 0K4",M5V0K4,43.75124,-79.182396
https://photos.zillowstatic.com/fp/d0c0911fc4741de29110304d2e50e0c6-p_e.jpg,https://www.zillow.com/homedetails/80-Grandravine-Dr-509-Toronto-ON-M3J-1B2/2079450454_zpid/,"80 Grandravine Dr #509, Toronto, ON M3J 1B2",M3J1B2,43.655163,-79.47973
https://photos.zillowstatic.com/fp/06c69ba60deb19b83752b1193bdde2a3-p_e.jpg,https://www.zillow.com/homedetails/275-Broadview-Ave-40-Toronto-ON-M4M-3H5/2062424161_zpid/,"275 Broadview Ave #40, Toronto, ON M4M 3H5",M4M3H5,43.76778,-79.435616
https://photos.zillowstatic.com/fp/7ae30da967a9146c5077ba98e54fe99e-p_e.jpg,https://www.zillow.com/homedetails/26-Arlene-Cres-Toronto-ON-M1P-3L9/2062746555_zpid/,"26 Arlene Cres, Toronto, ON M1P 3L9",M1P3L9,43.64513,-79.54403
https://photos.zillowstatic.com/fp/7cc7b9c623e52f12f7e6f582ccab0295-p_e.jpg,https://www.zillow.com/homedetails/58-Amroth-Ave-Toronto-ON-M4C-4H2/2063141063_zpid/,"58 Amroth Ave, Toronto, ON M4C 4H2",M4C4H2,43.639824,-79.54689
https://photos.zillowstatic.com/fp/864798217a23a35b4eac2d03585137aa-p_e.jpg,https://www.zillow.com/homedetails/22-Falcon-St-Toronto-ON-M4S-2P5/2062947971_zpid/,"22 Falcon St, Toronto, ON M4S 2P5",M4S2P5,43.65872,-79.47455
https://photos.zillowstatic.com/fp/e9dc465afb057f805e23e4b36bc60e8f-p_e.jpg,https://www.zillow.com/homedetails/575-Bedford-Park-Ave-Toronto-ON-M5M-1K4/2063163852_zpid/,"575 Bedford Park Ave, Toronto, ON M5M 1K4",M5M1K4,43.799534,-79.38433
https://photos.zillowstatic.com/fp/278133370a82542c193a30fe865482c3-p_e.jpg,https://www.zillow.com/homedetails/30-Grand-Trunk-Cres-3306-Toronto-ON-M5J-3A4/2062429387_zpid/,"30 Grand Trunk Cres #3306, Toronto, ON M5J 3A4",M5J3A4,43.80164,-79.14924
https://photos.zillowstatic.com/fp/9fedda04e435f62ee49711a6a020a337-p_e.jpg,https://www.zillow.com/homedetails/110-Stratford-Cres-Toronto-ON-M4N-1C6/2062616029_zpid/,"110 Stratford Cres, Toronto, ON M4N 1C6",M4N1C6,43.669662,-79.40756
https://photos.zillowstatic.com/fp/e4161dc8a7652952bc500b365ec47314-p_e.jpg,https://www.zillow.com/homedetails/16-Brightview-Cres-Toronto-ON-M1E-3Y7/2062932653_zpid/,"16 Brightview Cres, Toronto, ON M1E 3Y7",M1E3Y7,43.644062,-79.389435
https://photos.zillowstatic.com/fp/c1f070f8c9dab56ecb8673f37ba8950e-p_e.jpg,https://www.zillow.com/homedetails/124-Laurentide-Dr-Toronto-ON-M3A-3E5/2077872937_zpid/,"124 Laurentide Dr, Toronto, ON M3A 3E5",M3A3E5,43.708416,-79.419044
https://photos.zillowstatic.com/fp/ab26456a458d41d48dee6946f7a178d3-p_e.jpg,https://www.zillow.com/homedetails/521-Saint-Clements-Ave-Toronto-ON-M5N-1M3/2062602675_zpid/,"521 Saint Clements Ave, Toronto, ON M5N 1M3",M5N1M3,43.71656,-79.42753
https://photos.zillowstatic.com/fp/48fe3e62d9207a029c9eb6af678daf23-p_e.jpg,https://www.zillow.com/homedetails/159-Dundas-St-E-609-Toronto-ON-M5B-0A9/2063432052_zpid/,"159 Dundas St E #609, Toronto, ON M5B 0A9",M5B0A9,43.71859,-79.2321
https://photos.zillowstatic.com/fp/48301b91ed12ed17c3b470722f7470b6-p_e.jpg,https://www.zillow.com/homedetails/87-Aldwych-Ave-Toronto-ON-M4J-1X5/2062666707_zpid/,"87 Aldwych Ave, Toronto, ON M4J 1X5",M4J1X5,43.734566,-79.35185
https://photos.zillowstatic.com/fp/11cfc886d3b63c0915c6aa0575491dc4-p_e.jpg,https://www.zillow.com/homedetails/1211-Broadview-Ave-Toronto-ON-M4K-2T1/2062740692_zpid/,"1211 Broadview Ave, Toronto, ON M4K 2T1",M4K2T1,43.68059,-79.36024
https://photos.zillowstatic.com/fp/faec77412dc172d5af2430f093df26d9-p_e.jpg,https://www.zillow.com/homedetails/89-Balsam-Ave-Toronto-ON-M4E-3B8/2064132474_zpid/,"89 Balsam Ave, Toronto, ON M4E 3B8",M4E3B8,43.730057,-79.21889
https://photos.zillowstatic.com/fp/1c5f02876cf6219196d9a4338fd1b34b-p_e.jpg,https://www.zillow.com/homedetails/219-Fort-York-Blvd-208-Toronto-ON-M5V-1B1/2062424835_zpid/,"219 Fort York Blvd #208, Toronto, ON M5V 1B1",M5V1B1,43.7125,-79.38364
https://photos.zillowstatic.com/fp/dc10e7477b658f22ea789f3f67621cb0-p_e.jpg,https://www.zillow.com/homedetails/857-Willowdale-Ave-Toronto-ON-M2M-3B9/2062500118_zpid/,"857 Willowdale Ave, Toronto, ON M2M 3B9",M2M3B9,43.75812,-79.44343
https://photos.zillowstatic.com/fp/9d595ca726cd41da5247749683e6dce4-p_e.jpg,https://www.zillow.com/homedetails/630-Greenwood-Ave-214-Toronto-ON-M4J-0A8/2062424148_zpid/,"630 Greenwood Ave #214, Toronto, ON M4J 0A8",M4J0A8,43.665634,-79.30588
https://photos.zillowstatic.com/fp/ba2a8f483ed62e472be71b8bb6f30e6c-p_e.jpg,https://www.zillow.com/homedetails/363-Sammon-Ave-Toronto-ON-M4J-2A6/2062506128_zpid/,"363 Sammon Ave, Toronto, ON M4J 2A6",M4J2A6,43.669025,-79.30748
https://photos.zillowstatic.com/fp/11a53a174bc1da90996b7ca8780d1195-p_e.jpg,https://www.zillow.com/homedetails/56-Hickson-St-Toronto-ON-M6K-1T3/2065137300_zpid/,"56 Hickson St, Toronto, ON M6K 1T3",M6K1T3,43.66931,-79.40399
https://photos.zillowstatic.com/fp/35672cdc213cb54e9c9c9e4330066809-p_e.jpg,https://www.zillow.com/homedetails/39-Mondeo-Dr-Toronto-ON-M1P-5B6/2063277453_zpid/,"39 Mondeo Dr, Toronto, ON M1P 5B6",M1P5B6,43.658047,-79.41325
https://photos.zillowstatic.com/fp/0497942c831423ea71579ce28af36fe6-p_e.jpg,https://www.zillow.com/homedetails/15-Dalbret-Cres-Toronto-ON-M1T-2X2/2062679250_zpid/,"15 Dalbret Cres, Toronto, ON M1T 2X2",M1T2X2,43.679688,-79.51024
https://photos.zillowstatic.com/fp/152d2dec4ef60f57e1c44b8e30d43832-p_e.jpg,https://www.zillow.com/homedetails/14-Dewhurst-Blvd-302-Toronto-ON-M4J-3H9/2062432488_zpid/,"14 Dewhurst Blvd #302, Toronto, ON M4J 3H9",M4J3H9,43.63464,-79.54433
https://photos.zillowstatic.com/fp/24e2eceb43877002cf943878abf30023-p_e.jpg,https://www.zillow.com/homedetails/71-W-Lodge-Ave-Toronto-ON-M6K-2T6/2062671898_zpid/,"71 W Lodge Ave, Toronto, ON M6K 2T6",M6K2T6,43.738327,-79.361115
https://photos.zillowstatic.com/fp/dae3556a3d7d3ab40be6f2051dff893c-p_e.jpg,https://www.zillow.com/homedetails/380-Macpherson-Ave-213-Toronto-ON-M4V-3E3/2062784235_zpid/,"380 Macpherson Ave #213, Toronto, ON M4V 3E3",M4V3E3,43.731537,-79.39549
https://photos.zillowstatic.com/fp/582f18217f6232d68554e09b09e53cba-p_e.jpg,https://www.zillow.com/homedetails/38-Poucher-St-Toronto-ON-M4J-2Y9/2063402115_zpid/,"38 Poucher St, Toronto, ON M4J 2Y9",M4J2Y9,43.673946,-79.29038
https://photos.zillowstatic.com/fp/4816821e101d1e92c3977e5cedbc726d-p_e.jpg,https://www.zillow.com/homedetails/30-Cedarcroft-Blvd-Toronto-ON-M2R-2Z5/2062574545_zpid/,"30 Cedarcroft Blvd, Toronto, ON M2R 2Z5",M2R2Z5,43.700855,-79.55876
https://photos.zillowstatic.com/fp/ebf89cbf2c66da11d4cb7eed067a2086-p_e.jpg,https://www.zillow.com/homedetails/48-Follis-Ave-Toronto-ON-M6G-1S3/2077392047_zpid/,"48 Follis Ave, Toronto, ON M6G 1S3",M6G1S3,43.695946,-79.39929
https://photos.zillowstatic.com/fp/65ae7f042410ef02ec4fd8c42694f3e0-p_e.jpg,https://www.zillow.com/homedetails/823-Dupont-St-Toronto-ON-M6G-1Z7/2065747150_zpid/,"823 Dupont St, Toronto, ON M6G 1Z7",M6G1Z7,43.772404,-79.395706
https://photos.zillowstatic.com/fp/1414dc2769e6598dc6ad6fe832c9acb3-p_e.jpg,https://www.zillow.com/homedetails/210-Victoria-St-UNIT-3910-Toronto-ON-M5B-2R3/2062434980_zpid/,"210 Victoria St UNIT 3910, Toronto, ON M5B 2R3",M5B2R3,43.680386,-79.4216
https://photos.zillowstatic.com/fp/82ff3a074039748fc0112a1920795e72-p_e.jpg,https://www.zillow.com/homedetails/235-Grandravine-Dr-402-Toronto-ON-M3N-1J2/2062496951_zpid/,"235 Grandravine Dr #402, Toronto, ON M3N 1J2",M3N1J2,43.752785,-79.418594
https://photos.zillowstatic.com/fp/84789f05d9d3e44baf6044a501abc091-p_e.jpg,https://www.zillow.com/homedetails/15-Windermere-Ave-1610-Toronto-ON-M6S-5A2/2062663495_zpid/,"15 Windermere Ave #1610, Toronto, ON M6S 5A2",M6S5A2,43.796547,-79.40136
https://photos.zillowstatic.com/fp/91d52086d2e0896170fffbba9e18e1d8-p_e.jpg,https://www.zillow.com/homedetails/377-Ashdale-Ave-Toronto-ON-M4L-2Z3/2062500107_zpid/,"377 Ashdale Ave, Toronto, ON M4L 2Z3",M4L2Z3,43.720333,-79.403915
https://photos.zillowstatic.com/fp/7990a3b04e79bd473f141c57a463b228-p_e.jpg,https://www.zillow.com/homedetails/11-Fordham-Pl-Toronto-ON-M3B-1K1/2062763925_zpid/,"11 Fordham Pl, Toronto, ON M3B 1K1",M3B1K1,43.73757,-79.34963
https://photos.zillowstatic.com/fp/4654a5cba54f67c5d27e37eb861ec6bd-p_e.jpg,https://www.zillow.com/homedetails/115-Blue-Jays-Way-1902-Toronto-ON-M5V-0N4/2062464978_zpid/,"115 Blue Jays Way #1902, Toronto, ON M5V 0N4",M5V0N4,43.674374,-79.40212
https://photos.zillowstatic.com/fp/bdc5521d2ff21c51534710f888cd554a-p_e.jpg,https://www.zillow.com/homedetails/102-Quantrell-Trl-Toronto-ON-M1B-1L8/2062481227_zpid/,"102 Quantrell Trl, Toronto, ON M1B 1L8",M1B1L8,43.669956,-79.408714
https://photos.zillowstatic.com/fp/bb1284a77c37a920ebf0e92c555570be-p_e.jpg,https://www.zillow.com/homedetails/166-Eileen-Ave-Toronto-ON-M6N-1W1/2062574511_zpid/,"166 Eileen Ave, Toronto, ON M6N 1W1",M6N1W1,43.648857,-79.421524
https://photos.zillowstatic.com/fp/e72d5ab5e2ec957f185cda3c627ecbb7-p_e.jpg,https://www.zillow.com/homedetails/33-Bay-St-5102-Toronto-ON-M5J-2Z3/2071842210_zpid/,"33 Bay St #5102, Toronto, ON M5J 2Z3",M5J2Z3,43.66089,-79.53715
https://photos.zillowstatic.com/fp/34c873238ef8141eeece0639f2a65c19-p_e.jpg,https://www.zillow.com/homedetails/3-Berner-Trl-Toronto-ON-M1B-1A8/2062638843_zpid/,"3 Berner Trl, Toronto, ON M1B 1A8",M1B1A8,43.684116,-79.387375
https://photos.zillowstatic.com/fp/bc6df2478838b4fef51a75a7a453ae41-p_e.jpg,https://www.zillow.com/homedetails/880-Grandview-Way-1005-Toronto-ON-M2N-7B2/2065418933_zpid/,"880 Grandview Way #1005, Toronto, ON M2N 7B2",M2N7B2,43.756832,-79.336914
https://photos.zillowstatic.com/fp/2416f93bd02e811e73824e475c3eeb55-p_e.jpg,https://www.zillow.com/homedetails/36-Wayland-Ave-Toronto-ON-M4E-3C7/2062791170_zpid/,"36 Wayland Ave, Toronto, ON M4E 3C7",M4E3C7,43.742977,-79.35155
https://photos.zillowstatic.com/fp/de83e5b89dfd3763f59ccb42e0c5b73b-p_e.jpg,https://www.zillow.com/homedetails/1209-Pharmacy-Ave-Toronto-ON-M1R-2H8/2080962394_zpid/,"1209 Pharmacy Ave, Toronto, ON M1R 2H8",M1R2H8,43.64738,-79.387276
https://photos.zillowstatic.com/fp/db6e600f293090146ee9e7840bdd7df3-p_e.jpg,https://www.zillow.com/homedetails/36-Charlotte-St-PENTHOUSE-1301-Toronto-ON-M5V-3P7/2062424172_zpid/,"36 Charlotte St PENTHOUSE 1301, Toronto, ON M5V 3P7",M5V3P7,43.72262,-79.39043
https://photos.zillowstatic.com/fp/faa4c833019f35107f8a89ee2885fcb5-p_e.jpg,https://www.zillow.com/homedetails/15-Grenville-St-4901-Toronto-ON-M4Y-0B9/2070226909_zpid/,"15 Grenville St #4901, Toronto, ON M4Y 0B9",M4Y0B9,43.66987,-79.39424
https://photos.zillowstatic.com/fp/ed46123125c814a5ffb217d512949908-p_e.jpg,https://www.zillow.com/homedetails/29-Empire-Ave-Toronto-ON-M4M-2L3/2063280465_zpid/,"29 Empire Ave, Toronto, ON M4M 2L3",M4M2L3,43.67603,-79.37167
https://photos.zillowstatic.com/fp/d90c50e552059de157985b52203fa1b8-p_e.jpg,https://www.zillow.com/homedetails/26-Schmirler-Ter-Toronto-ON-M1E-5K6/2062779031_zpid/,"26 Schmirler Ter, Toronto, ON M1E 5K6",M1E5K6,43.7552,-79.383804
https://photos.zillowstatic.com/fp/f2be685e8247a52101625a4d3f2de862-p_e.jpg,https://www.zillow.com/homedetails/1131-Sandhurst-Cir-141-Toronto-ON-M1V-1V5/2062539384_zpid/,"1131 Sandhurst Cir #141, Toronto, ON M1V 1V5",M1V1V5,43.692516,-79.41384
https://photos.zillowstatic.com/fp/0a06178099fd6f81f08032402bf695ee-p_e.jpg,https://www.zillow.com/homedetails/832-Bay-St-602-Toronto-ON-M5S-1Z6/2062424179_zpid/,"832 Bay St #602, Toronto, ON M5S 1Z6",M5S1Z6,43.673325,-79.409294
https://photos.zillowstatic.com/fp/0f02b61c58e563502aaece05df9ef029-p_e.jpg,https://www.zillow.com/homedetails/64-Fordover-Dr-Toronto-ON-M1E-1V2/2062593172_zpid/,"64 Fordover Dr, Toronto, ON M1E 1V2",M1E1V2,43.779022,-79.38617
https://photos.zillowstatic.com/fp/c35457e3a7bc7980b5a07f9e9efacc90-p_e.jpg,https://www.zillow.com/homedetails/24-Glenda-Rd-Toronto-ON-M1M-2H4/2063209110_zpid/,"24 Glenda Rd, Toronto, ON M1M 2H4",M1M2H4,43.673386,-79.392624
https://photos.zillowstatic.com/fp/250fbf84544f5f1b5c88e77379b842f1-p_e.jpg,https://www.zillow.com/homedetails/200-Lotherton-Ptwy-503-Toronto-ON-M6B-2G9/2070070556_zpid/,"200 Lotherton Ptwy #503, Toronto, ON M6B 2G9",M6B2G9,43.71805,-79.39153
https://photos.zillowstatic.com/fp/c691c3f0a506b04f4c2c01bce5fcf45f-p_e.jpg,https://www.zillow.com/homedetails/30-Beechwood-Ave-Toronto-ON-M6N-4T1/2065803656_zpid/,"30 Beechwood Ave, Toronto, ON M6N 4T1",M6N4T1,43.736248,-79.35814
https://photos.zillowstatic.com/fp/adbac3e98da5c73fcc4a1cd5812ab69b-p_e.jpg,https://www.zillow.com/homedetails/271-Booth-Ave-Toronto-ON-M4M-2M7/2062574526_zpid/,"271 Booth Ave, Toronto, ON M4M 2M7",M4M2M7,43.73727,-79.36143
https://photos.zillowstatic.com/fp/2c64917fbc446374f6abe5eecbf51f4c-p_e.jpg,https://www.zillow.com/homedetails/1896-Gerrard-St-E-Toronto-ON-M4L-2C1/2063209101_zpid/,"1896 Gerrard St E, Toronto, ON M4L 2C1",M4L2C1,43.639954,-79.47709
https://photos.zillowstatic.com/fp/a66c3be521d79cfc3d8f0881197664d2-p_e.jpg,https://www.zillow.com/homedetails/68-Grangeway-Ave-709-Toronto-ON-M1H-0A1/2062435606_zpid/,"68 Grangeway Ave #709, Toronto, ON M1H 0A1",M1H0A1,43.664227,-79.35923
https://photos.zillowstatic.com/fp/5d844cf5c6010922e7f75562cc60556a-p_e.jpg,https://www.zillow.com/homedetails/219-Donlands-Ave-Toronto-ON-M4J-3P9/2062932662_zpid/,"219 Donlands Ave, Toronto, ON M4J 3P9",M4J3P9,43.674797,-79.39515
https://photos.zillowstatic.com/fp/f8b67b2971a973574c859e5ffc83642f-p_e.jpg,https://www.zillow.com/homedetails/100-Frankdale-Ave-Toronto-ON-M4J-4A3/2062524030_zpid/,"100 Frankdale Ave, Toronto, ON M4J 4A3",M4J4A3,43.7211,-79.38389
https://photos.zillowstatic.com/fp/56cc25db5a50888ece4f55bc8e113419-p_e.jpg,https://www.zillow.com/homedetails/179-Symington-Ave-Toronto-ON-M6P-3W5/2062500105_zpid/,"179 Symington Ave, Toronto, ON M6P 3W5",M6P3W5,43.672447,-79.39353
https://photos.zillowstatic.com/fp/093030774c53f9f220eef3b9415f5fab-p_e.jpg,https://www.zillow.com/homedetails/29-Bexley-Cres-Toronto-ON-M6N-2P6/2062500072_zpid/,"29 Bexley Cres, Toronto, ON M6N 2P6",M6N2P6,43.760773,-79.37492
https://photos.zillowstatic.com/fp/9d40a10958863903c129311c64737511-p_e.jpg,https://www.zillow.com/homedetails/117-Warden-Ave-Toronto-ON-M1N-2Z5/2062510036_zpid/,"117 Warden Ave, Toronto, ON M1N 2Z5",M1N2Z5,43.71457,-79.40821
https://photos.zillowstatic.com/fp/7afe07f004546f3b9501145f94a001c4-p_e.jpg,https://www.zillow.com/homedetails/92-26th-St-Toronto-ON-M8V-3S1/2062459132_zpid/,"92 26th St, Toronto, ON M8V 3S1",M8V3S1,43.756275,-79.3771
https://photos.zillowstatic.com/fp/47a5f2352cc6435ebeeb84783a75aca0-p_e.jpg,https://www.zillow.com/homedetails/50-Old-Kingston-Rd-2104-Toronto-ON-M1E-4Y1/2062632155_zpid/,"50 Old Kingston Rd #2104, Toronto, ON M1E 4Y1",M1E4Y1,43.699173,-79.42137
https://photos.zillowstatic.com/fp/06d2964e4536a1ba0543fa956775015b-p_e.jpg,https://www.zillow.com/homedetails/106-Massey-St-S-Toronto-ON-M6J-2T4/2067473155_zpid/,"106 Massey St S, Toronto, ON M6J 2T4",M6J2T4,43.75443,-79.38436
https://photos.zillowstatic.com/fp/c156442dbf65613619a209f3a3e62c8a-p_e.jpg,https://www.zillow.com/homedetails/200-Cumberland-St-3005-Toronto-ON-M5R-0B7/2064113276_zpid/,"200 Cumberland St #3005, Toronto, ON M5R 0B7",M5R0B7,43.71783,-79.41717
https://photos.zillowstatic.com/fp/b508e79124ef45529e52a915843ebda4-p_e.jpg,https://www.zillow.com/homedetails/26-Stamford-Sq-S-Toronto-ON-M1L-1X3/2062602698_zpid/,"26 Stamford Sq S, Toronto, ON M1L 1X3",M1L1X3,43.69161,-79.416306
https://photos.zillowstatic.com/fp/77131d807d85c950d50e4e148584714b-p_e.jpg,https://www.zillow.com/homedetails/42-Bigham-Cres-Toronto-ON-M9C-5C6/2062526652_zpid/,"42 Bigham Cres, Toronto, ON M9C 5C6",M9C5C6,43.752537,-79.40051
https://photos.zillowstatic.com/fp/a1a71ca26c51182df9764e91ac888808-p_e.jpg,https://www.zillow.com/homedetails/173-Ronan-Ave-Toronto-ON-M4N-2Y5/2062786415_zpid/,"173 Ronan Ave, Toronto, ON M4N 2Y5",M4N2Y5,43.69108,-79.375275
https://photos.zillowstatic.com/fp/a083d739f0d7f782725f011c566ca04e-p_e.jpg,https://www.zillow.com/homedetails/30-Hartfield-Ct-Toronto-ON-M9A-3E3/2062433090_zpid/,"30 Hartfield Ct, Toronto, ON M9A 3E3",M9A3E3,43.66248,-79.534904
https://photos.zillowstatic.com/fp/f73e8540ca3f38fc57b582a2a81b49cb-p_e.jpg,https://www.zillow.com/homedetails/95-Walnut-Ave-Toronto-ON-M5V-2S1/2071874446_zpid/,"95 Walnut Ave, Toronto, ON M5V 2S1",M5V2S1,43.727764,-79.36147
https://photos.zillowstatic.com/fp/9c092ececbb2a697cd56abef50c618fc-p_e.jpg,https://www.zillow.com/homedetails/928-Eastern-Ave-Toronto-ON-M4L-1A4/2063304764_zpid/,"928 Eastern Ave, Toronto, ON M4L 1A4",M4L1A4,43.699463,-79.41498
https://photos.zillowstatic.com/fp/d9f89bf2f9bf76892071b1a8ccde90c8-p_e.jpg,https://www.zillow.com/homedetails/34-Emmeline-Cres-Toronto-ON-M1S-1L2/2062632699_zpid/,"34 Emmeline Cres, Toronto, ON M1S 1L2",M1S1L2,43.747513,-79.375
https://photos.zillowstatic.com/fp/972a77c402b1b59dd4d867940cb00719-p_e.jpg,https://www.zillow.com/homedetails/67-Chestnut-Park-Toronto-ON-M4W-1W7/2063286646_zpid/,"67 Chestnut Park, Toronto, ON M4W 1W7",M4W1W7,43.670856,-79.3937
https://photos.zillowstatic.com/fp/7a10ce5d73f81bda957990c40f425693-p_e.jpg,https://www.zillow.com/homedetails/4-Deforest-Rd-Toronto-ON-M6S-1H6/2071877614_zpid/,"4 Deforest Rd, Toronto, ON M6S 1H6",M6S1H6,43.722214,-79.38281
https://photos.zillowstatic.com/fp/ccb64adc2ccc9970faf686a51d4a12d2-p_e.jpg,https://www.zillow.com/homedetails/282-Jeffcoat-Dr-Toronto-ON-M9W-3E5/2063055338_zpid/,"282 Jeffcoat Dr, Toronto, ON M9W 3E5",M9W3E5,43.743214,-79.38649
https://photos.zillowstatic.com/fp/1995fbef09967605dd4b7856e0fc86d0-p_e.jpg,https://www.zillow.com/homedetails/236-Albion-Rd-403-Toronto-ON-M9W-6A6/2062424296_zpid/,"236 Albion Rd #403, Toronto, ON M9W 6A6",M9W6A6,43.74369,-79.41451
https://photos.zillowstatic.com/fp/ff29c7bf797291552f64a6d2cddf2cb3-p_e.jpg,https://www.zillow.com/homedetails/662-Bathurst-St-SUITE-3-Toronto-ON-M5S-2R3/2067468741_zpid/,"662 Bathurst St SUITE 3, Toronto, ON M5S 2R3",M5S2R3,43.722034,-79.39092
https://photos.zillowstatic.com/fp/51af8ac6a192ce6e60467fb3d267f83a-p_e.jpg,https://www.zillow.com/homedetails/439-1-2-Manning-Ave-Toronto-ON-M6G-2V6/2062500135_zpid/,"439 1/2 Manning Ave, Toronto, ON M6G 2V6",M6G2V6,43.691383,-79.42039
https://photos.zillowstatic.com/fp/30683c4d87e81da446db05337773f92b-p_e.jpg,https://www.zillow.com/homedetails/99-The-Donway-W-UNIT-228-Toronto-ON-M3C-0N8/2071844666_zpid/,"99 The Donway W UNIT 228, Toronto, ON M3C 0N8",M3C0N8,43.671864,-79.39381
https://photos.zillowstatic.com/fp/fad681750dae0250e524882388d2fd79-p_e.jpg,https://www.zillow.com/homedetails/72-Montrose-Ave-Toronto-ON-M6J-2T7/2070256538_zpid/,"72 Montrose Ave, Toronto, ON M6J 2T7",M6J2T7,43.739014,-79.38379
https://photos.zillowstatic.com/fp/0748c8d93b5b0dc47ee4c12a73aa04ba-p_e.jpg,https://www.zillow.com/homedetails/95-Palmdale-Dr-Toronto-ON-M1T-1P2/2062534722_zpid/,"95 Palmdale Dr, Toronto, ON M1T 1P2",M1T1P2,43.75368,-79.3911
https://photos.zillowstatic.com/fp/4412b757205599702ded6a1fa8249726-p_e.jpg,https://www.zillow.com/homedetails/217-Ronan-Ave-Toronto-ON-M4N-2Y7/2063060026_zpid/,"217 Ronan Ave, Toronto, ON M4N 2Y7",M4N2Y7,43.671684,-79.389565
https://photos.zillowstatic.com/fp/f2f6c753944ebdd9ecdee6dc26e772ad-p_e.jpg,https://www.zillow.com/homedetails/26A-Sandstone-Ln-Toronto-ON-M4J-4Z9/2064192231_zpid/,"26A Sandstone Ln, Toronto, ON M4J 4Z9",M4J4Z9,43.741947,-79.38787
https://photos.zillowstatic.com/fp/a99237971ded62abee43d809cca93608-p_e.jpg,https://www.zillow.com/homedetails/235-Grandravine-Dr-702-Toronto-ON-M3N-1J2/2062962573_zpid/,"235 Grandravine Dr #702, Toronto, ON M3N 1J2",M3N1J2,43.73373,-79.36892
https://photos.zillowstatic.com/fp/b7b14b6bf06c0e83a84fc16cdffb4143-p_e.jpg,https://www.zillow.com/homedetails/18-Crestview-Ave-Brampton-ON-L6W-2R6/2067597276_zpid/,"18 Crestview Ave, Brampton, ON L6W 2R6",L6W2R6,43.74588,-79.7788
https://photos.zillowstatic.com/fp/b15b846582f95589abd70fe09a004fd2-p_e.jpg,https://www.zillow.com/homedetails/39-Dufay-Rd-Brampton-ON-L7A-4A2/2062396680_zpid/,"39 Dufay Rd, Brampton, ON L7A 4A2",L7A4A2,43.717564,-79.72648
"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=43.706275939941406,-79.81563568115234&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=2OUE9Uby8JTqs4c7j2Rb_mTS8v4=",https://www.zillow.com/homedetails/21-Echoridge-Dr-E-Brampton-ON-L7A-3L2/2065798570_zpid/,"21 Echoridge Dr E, Brampton, ON L7A 3L2",L7A3L2,43.70263,-79.77399
https://photos.zillowstatic.com/fp/aeeb5d90fb7e30aaa0fda63dec433e4d-p_e.jpg,https://www.zillow.com/homedetails/57-Brunswick-St-Brampton-ON-L6X-4Y4/2062396700_zpid/,"57 Brunswick St, Brampton, ON L6X 4Y4",L6X4Y4,43.717564,-79.72648
